Grasp,Object,Task,Video,TimeStamp,Subject,Duration,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,CCObj,GraspSize,PIP,OppType,Shape,Type,Force,Constraint,Class,CCTask,blackRatio
palmar,plastic shield,lifting plastic shield,82,09:00.3,Machinist 2,1.4,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,09:01.7,Machinist 2,6.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small knob,turning knob,82,09:08.1,Machinist 2,24.68,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,09:32.8,Machinist 2,0.96,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,09:33.7,Machinist 2,1.68,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,09:35.4,Machinist 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small knob,turning knob,82,09:36.4,Machinist 2,24.6,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
lateral pinch,small knob,turning knob,83,00:00.0,Machinist 2,0.36,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,00:00.4,Machinist 2,4.48,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod,holding part,83,00:04.8,Machinist 2,5.6,15,1.25,1.25,b/c,rigid,a,300,0,1.25,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,83,00:10.4,Machinist 2,3.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,l-shaped handle,turning handle,83,00:13.8,Machinist 2,1.2,,,,CCObj,CCObj,CCObj,,1,8,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,00:15.0,Machinist 2,14.28,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small knob,turning knob,83,00:29.2,Machinist 2,1.44,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,00:30.7,Machinist 2,0.92,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,l-shaped handle,turning handle,83,00:31.6,Machinist 2,1.92,,,,CCObj,CCObj,CCObj,,1,8,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,00:33.5,Machinist 2,16.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small knob,turning knob,83,00:50.4,Machinist 2,0.96,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,00:51.4,Machinist 2,1.36,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,l-shaped handle,turning handle,83,00:52.7,Machinist 2,1.52,,,,CCObj,CCObj,CCObj,,1,8,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,00:54.2,Machinist 2,16.52,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small knob,turning knob,83,01:10.8,Machinist 2,3.6,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,01:14.4,Machinist 2,1.52,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod,holding part,83,01:15.9,Machinist 2,8.68,15,1.25,1.25,b/c,rigid,a,300,0,1.25,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,83,01:24.6,Machinist 2,1.44,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,container,arranging object,83,01:26.0,Machinist 2,1.2,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,83,01:27.2,Machinist 2,1.24,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,debris,arranging object,83,01:28.4,Machinist 2,2.68,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
tripod,debris,preparing lathe,83,01:31.1,Machinist 2,0.4,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,83,01:31.5,Machinist 2,0.36,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,end mill,holding part,83,01:31.9,Machinist 2,0.88,11.5,0.75,0.75,b/c,rigid,a,65,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,83,01:32.8,Machinist 2,5.04,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,l-shaped handle,turning handle,83,01:37.8,Machinist 2,1.28,,,,CCObj,CCObj,CCObj,,1,8,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,01:39.1,Machinist 2,14.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small knob,turning knob,83,01:53.5,Machinist 2,3.72,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,01:57.2,Machinist 2,0.52,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small handle,turning handle,83,01:57.7,Machinist 2,5.6,,,,CCObj,CCObj,CCObj,,1,1,Precision,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,02:03.3,Machinist 2,1.24,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small handle,turning handle,83,02:04.6,Machinist 2,0.64,,,,CCObj,CCObj,CCObj,,1,1,Precision,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,02:05.2,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,l-shaped handle,turning handle,83,02:05.9,Machinist 2,0.84,,,,CCObj,CCObj,CCObj,,1,8,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,83,02:06.8,Machinist 2,43.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small knob,turning knob,83,02:50.4,Machinist 2,1.6,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,83,02:52.0,Machinist 2,1.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod,holding part,83,02:53.7,Machinist 2,7.16,15,1.25,1.25,b/c,rigid,a,300,0,1.25,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,83,03:00.9,Machinist 2,11.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
no grasp,,,1,00:00.0,Machinist 2,9.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,plexiglas rectangle,shifting object,1,00:09.9,Machinist 2,1.3,15,4.5,1,c,rigid,non-round,105,0,1,Precision,Pad,bladed,irregular,interaction,ttr,hold,0,0
no grasp,,,1,00:11.2,Machinist 2,1.1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,hammer,moving object,1,00:12.3,Machinist 2,0.5,15,2,2,b/c,rigid,a,400,0,2,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,00:12.8,Machinist 2,0.5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,metal clamp,moving object,1,00:13.3,Machinist 2,0.5,8.5,3,3,b/c,rigid,non-round,225,0,3,Power,Palm,prolate,long prism,weight,uuu,hold,0,0
no grasp,,,1,00:13.8,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,small cylinder,moving object,1,00:14.4,Machinist 2,2.1,,,,CCObj,CCObj,CCObj,,1,1,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
power sphere,paper towel,moving object,1,00:16.5,Machinist 2,1,,,,floppy,floppy,floppy,17.5,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
palmar,small cylinder,moving object,1,00:17.5,Machinist 2,3.5,,,,CCObj,CCObj,CCObj,,1,1,Power,Palm,CCObj,CCObj,weight,uuu,hold,0,0
thumb-2 finger,drill bit,putting away,1,00:21.0,Machinist 2,2.4,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,txx,hold,0,0
no grasp,,,1,00:23.4,Machinist 2,2.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,paper towel,moving object,1,00:26.3,Machinist 2,4.2,,,,floppy,floppy,floppy,17.5,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,1,00:30.5,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,drill bit,moving object,1,00:31.3,Machinist 2,4.2,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,00:35.5,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,cnc mill,putting in drill bit,1,00:36.3,Machinist 2,7,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,1,00:43.3,Machinist 2,47.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
sphere-3 finger,small part,moving object,1,01:31.0,Machinist 2,3.22,,,,CCObj,CCObj,CCObj,,1,,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,1,01:34.2,Machinist 2,4.3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,machine plexiglas screen,adjusting machine,1,01:38.5,Machinist 2,1.1,15,15,0.75,c,rigid,non-round,200,0,0.75,Intermediate,Side,oblate,short prism,CCTask,CCTask,CCTask,1,0
lateral tripod,paint brush,oiling part,1,01:39.6,Machinist 2,4.7,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,01:44.3,Machinist 2,1.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,wheel gear,adjusting machine,1,01:46.2,Machinist 2,0.8,4.5,1,1,b/c,rigid,a,150,0,1,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,1,01:47.0,Machinist 2,3.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,wheel gear,adjusting machine,1,01:50.6,Machinist 2,1.7,4.5,1,1,b/c,rigid,a,150,0,1,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,1,01:52.3,Machinist 2,1.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,knob,turning knob,1,01:53.9,Machinist 2,0.7,3,3,3,a/b/c,rigid,abc,50,0,3,Intermediate,Side,equant,sphere,interaction,rxx,use,0,0
no grasp,,,1,01:54.6,Machinist 2,3.3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,01:57.9,Machinist 2,28.8,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,02:26.7,Machinist 2,7.74,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,02:34.4,Machinist 2,8.06,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,02:42.5,Machinist 2,0.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,machine plexiglas screen,adjusting machine,1,02:43.4,Machinist 2,4.7,15,15,0.75,c,rigid,non-round,200,0,0.75,Precision,Pad,oblate,short prism,CCTask,CCTask,CCTask,1,0
no grasp,,,1,02:48.1,Machinist 2,0.5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,02:48.6,Machinist 2,26.2,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,03:14.8,Machinist 2,12,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,paper towel,wiping hand,1,03:26.8,Machinist 2,7.1,,,,floppy,floppy,floppy,17.5,0,,Intermediate,Side,floppy,floppy,interaction,uuu,use,0,0
no grasp,,,1,03:33.9,Machinist 2,4.7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,air hose,blowing away chips,1,03:38.6,Machinist 2,2.2,15,3.25,1.75,b/c,rigid,a,231.5,0,3.25,Power,Palm,bladed,ellipse A,weight,utt,use,0,0
no grasp,,,1,03:40.8,Machinist 2,1.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,drill bit,removing metal scrap,1,03:42.6,Machinist 2,3.3,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,03:45.9,Machinist 2,0.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,clamp handle,loosening,1,03:46.8,Machinist 2,0.4,15,1,1,b/c,rigid,a,225,0,1,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,1,03:47.2,Machinist 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,plexiglas rectangle,moving object,1,03:48.2,Machinist 2,15.2,15,4.5,1,c,rigid,non-round,105,0,1,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,04:03.4,Machinist 2,1.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,plexiglas rectangle,moving object,1,04:05.3,Machinist 2,7.14,15,4.5,1,c,rigid,non-round,105,0,1,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,04:12.4,Machinist 2,6.06,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,paper towel,wiping hand,1,04:18.5,Machinist 2,0.3,,,,floppy,floppy,floppy,17.5,0,,Precision,Pad,floppy,floppy,interaction,uuu,use,0,0
no grasp,,,1,04:18.8,Machinist 2,1.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,knob,turning knob,1,04:20.6,Machinist 2,1.2,3,3,3,a/b/c,rigid,abc,50,0,3,Intermediate,Side,equant,sphere,interaction,rxx,use,0,0
no grasp,,,1,04:21.8,Machinist 2,14.1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,04:35.9,Machinist 2,11.5,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,04:47.4,Machinist 2,8.7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,oil bottle,moving object,1,04:56.1,Machinist 2,1.1,10,3.5,3.5,b/c,squeezable,a,125,0,3.5,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,04:57.2,Machinist 2,4.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small part,moving object,1,05:01.6,Machinist 2,1.52,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,1,05:03.1,Machinist 2,1.18,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,05:04.3,Machinist 2,4.3,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,05:08.6,Machinist 2,13.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,05:22.0,Machinist 2,22.8,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
thumb-3 finger,machine plexiglas screen,adjusting machine,1,05:44.8,Machinist 2,13.2,15,15,0.75,c,rigid,non-round,200,0,0.75,Precision,Pad,oblate,short prism,CCTask,CCTask,CCTask,1,0
lateral tripod,paint brush,moving object,1,05:58.0,Machinist 2,0.8,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,05:58.8,Machinist 2,4.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,air hose,blowing away chips,1,06:03.0,Machinist 2,0.76,15,3.25,1.75,b/c,rigid,a,231.5,0,3.25,Power,Palm,bladed,ellipse A,weight,utt,use,0,0
no grasp,,,1,06:03.8,Machinist 2,1.44,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,clamp handle,loosening,1,06:05.2,Machinist 2,0.3,15,1,1,b/c,rigid,a,225,0,1,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,1,06:05.5,Machinist 2,1.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,plexiglas rectangle,moving object,1,06:07.4,Machinist 2,3.4,15,4.5,1,c,rigid,non-round,105,0,1,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,06:10.8,Machinist 2,1.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,plexiglas rectangle,moving object,1,06:12.4,Machinist 2,4.58,15,4.5,1,c,rigid,non-round,105,0,1,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,06:17.0,Machinist 2,3.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,machine plexiglas screen,adjusting machine,1,06:20.3,Machinist 2,1.1,15,15,0.75,c,rigid,non-round,200,0,0.75,Precision,Pad,oblate,short prism,CCTask,CCTask,CCTask,1,0
no grasp,,,1,06:21.4,Machinist 2,2.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,drill bit,removing metal scrap,1,06:23.8,Machinist 2,1.5,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,06:25.3,Machinist 2,1.7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,06:27.0,Machinist 2,14.5,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,06:41.5,Machinist 2,4.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,06:46.1,Machinist 2,23.5,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,07:09.6,Machinist 2,0.5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,07:10.1,Machinist 2,6.7,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,07:16.8,Machinist 2,0.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,knob,turning knob,1,07:17.7,Machinist 2,0.5,3,3,3,a/b/c,rigid,abc,50,0,3,Intermediate,Side,equant,sphere,interaction,rxx,use,0,0
no grasp,,,1,07:18.2,Machinist 2,1.1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,07:19.3,Machinist 2,13,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,07:32.3,Machinist 2,11.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,07:44.1,Machinist 2,6.9,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,07:51.0,Machinist 2,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,paper towel,wiping hand,1,07:53.0,Machinist 2,3.8,,,,floppy,floppy,floppy,17.5,0,,Intermediate,Side,floppy,floppy,interaction,uuu,use,0,0
no grasp,,,1,07:56.8,Machinist 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,air hose,blowing away chips,1,07:57.8,Machinist 2,1,15,3.25,1.75,b/c,rigid,a,231.5,0,3.25,Power,Palm,bladed,ellipse A,weight,utt,use,0,0
no grasp,,,1,07:58.8,Machinist 2,4.7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,drill bit,removing metal scrap,1,08:03.5,Machinist 2,1.7,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,1,08:05.2,Machinist 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,clamp handle,loosening,1,08:06.2,Machinist 2,0.6,15,1,1,b/c,rigid,a,225,0,1,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,1,08:06.8,Machinist 2,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,plexiglas rectangle,moving object,1,08:08.8,Machinist 2,4.8,15,4.5,1,c,rigid,non-round,105,0,1,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,08:13.6,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,plexiglas rectangle,moving object,1,08:14.2,Machinist 2,4.3,15,4.5,1,c,rigid,non-round,105,0,1,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,1,08:18.5,Machinist 2,30.9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,knob,turning knob,1,08:49.4,Machinist 2,1.2,3,3,3,a/b/c,rigid,abc,50,0,3,Intermediate,Side,equant,sphere,interaction,rxx,use,0,0
no grasp,,,1,08:50.6,Machinist 2,2.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,08:53.4,Machinist 2,5.3,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,08:58.7,Machinist 2,13.1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,09:11.8,Machinist 2,14.7,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,1,09:26.5,Machinist 2,6.5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,1,09:33.0,Machinist 2,27.9,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
lateral tripod,paint brush,oiling part,2,00:00.0,Machinist 2,3.96,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,2,00:04.0,Machinist 2,6.74,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,air hose,blowing away chips,2,00:10.7,Machinist 2,1.42,15,3.25,1.75,b/c,rigid,a,231.5,0,3.25,Power,Palm,bladed,ellipse A,weight,utt,use,0,0
no grasp,,,2,00:12.1,Machinist 2,1.28,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,clamp handle,loosening,2,00:13.4,Machinist 2,0.48,15,1,1,b/c,rigid,a,225,0,1,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,2,00:13.9,Machinist 2,1.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,plexiglas rectangle,moving object,2,00:15.2,Machinist 2,3.2,15,4.5,1,c,rigid,non-round,105,0,1,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,2,00:18.4,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,plexiglas rectangle,moving object,2,00:19.0,Machinist 2,5.7,15,4.5,1,c,rigid,non-round,105,0,1,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,2,00:24.7,Machinist 2,3.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,drill bit,removing metal scrap,2,00:27.9,Machinist 2,2.88,6.5,0.75,0.75,b/c,rigid,a,22.5,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,2,00:30.8,Machinist 2,1.46,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,2,00:32.2,Machinist 2,5.04,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,2,00:37.3,Machinist 2,7.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,2,00:45.0,Machinist 2,30.8,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
no grasp,,,2,01:15.8,Machinist 2,14.7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,paint brush,oiling part,2,01:30.5,Machinist 2,20.58,15,1,1,b/c,rigid,a,35,0,1,Intermediate,Side,prolate,cylinder,weight,uur,use,0,0
