,ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum,BigCategories,SmallCategories
3020,Grasp03021,subject 7,adducted thumb,cooking,subject_7_gopro_seg_1.mp4,7972,7988,Palm,Power,2-5,Add,0.53,7670,7686,9,pow-prismatic,pow-oblique
3022,Grasp03023,subject 7,adducted thumb,cooking,subject_7_gopro_seg_1.mp4,8696,8718,Palm,Power,2-5,Add,0.73,8353,8375,11,pow-prismatic,pow-oblique
3024,Grasp03025,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_1.mp4,9781,9823,Pad,Precision,2-5,Abd,1.4,9409,9451,13,pre-prismatic,pre-prismatic
3025,Grasp03026,subject 7,index finger extension,cooking,subject_7_gopro_seg_1.mp4,9827,9870,Palm,Power,3-5,Add,1.43,9455,9498,14,pow-prismatic,pow-oblique
3026,Grasp03027,subject 7,adducted thumb,cooking,subject_7_gopro_seg_1.mp4,9940,9969,Palm,Power,2-5,Add,0.97,9566,9596,15,pow-prismatic,pow-oblique
3028,Grasp03029,subject 7,sphere 3 finger,cooking,subject_7_gopro_seg_1.mp4,11868,11902,Pad,Power,2-3,Abd,1.13,11424,11457,17,circular,pow-circular
3029,Grasp03030,subject 7,adducted thumb,cooking,subject_7_gopro_seg_1.mp4,11918,12028,Palm,Power,2-5,Add,3.67,11473,11570,18,pow-prismatic,pow-oblique
3033,Grasp03034,subject 7,sphere 3 finger,cooking,subject_7_gopro_seg_1.mp4,14123,14183,Pad,Power,2-3,Abd,2.0,13519,13578,22,circular,pow-circular
3035,Grasp03036,subject 7,adducted thumb,cooking,subject_7_gopro_seg_1.mp4,14219,14233,Palm,Power,2-5,Add,0.47,13607,13621,0,pow-prismatic,pow-oblique
3036,Grasp03037,subject 7,index finger extension,cooking,subject_7_gopro_seg_1.mp4,14234,14277,Palm,Power,3-5,Add,1.43,13622,13656,1,pow-prismatic,pow-oblique
3037,Grasp03038,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_1.mp4,14278,14305,Pad,Precision,2-5,Abd,0.9,13657,13683,2,pre-prismatic,pre-prismatic
3039,Grasp03040,subject 7,tripod,cooking,subject_7_gopro_seg_1.mp4,14662,14745,Pad,Precision,2-3,Abd,2.77,14036,14110,0,circular,pre-circular
3040,Grasp03041,subject 7,palmar pinch,cooking,subject_7_gopro_seg_1.mp4,14759,14811,Pad,Precision,2,Abd,1.73,14124,14176,0,pre-prismatic,pre-pinch
3041,Grasp03042,subject 7,sphere 3 finger,cooking,subject_7_gopro_seg_1.mp4,14906,15001,Pad,Power,2-3,Abd,3.17,14261,14352,0,circular,pow-circular
3042,Grasp03043,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_1.mp4,15012,15024,Pad,Precision,2-5,Abd,0.4,0,1,0,pre-prismatic,pre-prismatic
3045,Grasp03046,subject 7,index finger extension,cooking,subject_7_gopro_seg_1.mp4,15337,15355,Palm,Power,3-5,Add,0.6,14659,14677,3,pow-prismatic,pow-oblique
3046,Grasp03047,subject 7,tripod,cooking,subject_7_gopro_seg_1.mp4,15362,15496,Pad,Precision,2-3,Abd,4.47,14684,14818,0,circular,pre-circular
3047,Grasp03048,subject 7,quadpod,cooking,subject_7_gopro_seg_1.mp4,15505,16392,Pad,Precision,2-4,Abd,29.57,14826,15688,1,circular,pre-circular
3048,Grasp03049,subject 7,lateral tripod,cooking,subject_7_gopro_seg_1.mp4,16404,16496,Side,Intermediate,3,Add,3.07,15700,15760,0,int-lateral,int-lateral
3050,Grasp03051,subject 7,lateral tripod,cooking,subject_7_gopro_seg_1.mp4,16819,16871,Side,Intermediate,3,Add,1.73,16046,16099,0,int-lateral,int-lateral
3051,Grasp03052,subject 7,small diameter,cooking,subject_7_gopro_seg_1.mp4,16880,16953,Palm,Power,2-5,Abd,2.43,16108,16181,0,pow-prismatic,pow-cylindric
3052,Grasp03053,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_1.mp4,17078,17162,Pad,Precision,2-4,Abd,2.8,16306,16390,0,pre-prismatic,pre-prismatic
3054,Grasp03055,subject 7,lateral,cooking,subject_7_gopro_seg_1.mp4,17632,17665,Side,Intermediate,2-5,Add,1.1,16835,16868,0,int-lateral,int-lateral
3055,Grasp03056,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,17674,17743,Palm,Power,2-5,Abd,2.3,16877,16942,0,circular,pow-circular
3056,Grasp03057,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,17774,17865,Palm,Power,2-5,Abd,3.03,16970,17058,0,circular,pow-circular
3057,Grasp03058,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,17891,17979,Palm,Power,2-5,Abd,2.93,17080,17151,0,circular,pow-circular
3058,Grasp03059,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,17999,18111,Palm,Power,2-5,Abd,3.73,17167,17279,0,circular,pow-circular
3059,Grasp03060,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,18186,18318,Palm,Power,2-5,Abd,4.4,17346,17466,0,circular,pow-circular
3060,Grasp03061,subject 7,power sphere,cooking,subject_7_gopro_seg_1.mp4,18349,18484,Palm,Power,2-5,Abd,4.5,17497,17506,0,circular,pow-circular
3062,Grasp03063,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_2.mp4,117,133,Pad,Precision,2-4,Abd,0.53,113,129,0,pre-prismatic,pre-prismatic
3063,Grasp03064,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_2.mp4,824,840,Pad,Precision,2-5,Abd,0.53,784,798,0,pre-prismatic,pre-prismatic
3065,Grasp03066,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,868,894,Pad,Precision,2-3,Abd,0.87,824,850,2,pre-prismatic,pre-prismatic
3069,Grasp03070,subject 7,tripod,cooking,subject_7_gopro_seg_2.mp4,1014,1061,Pad,Precision,2-3,Abd,1.57,964,992,6,circular,pre-circular
3070,Grasp03071,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,1066,1627,Palm,Power,2-5,Add,18.7,997,1511,7,pow-prismatic,pow-oblique
3071,Grasp03072,subject 7,inferior pincer,cooking,subject_7_gopro_seg_2.mp4,1632,1688,Pad,Precision,2,Abd,1.87,1514,1572,8,pre-prismatic,pre-pinch
3072,Grasp03073,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,1714,3868,Palm,Power,2-5,Add,71.8,1598,3597,9,pow-prismatic,pow-oblique
3073,Grasp03074,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,3872,3892,Pad,Precision,2-3,Abd,0.67,3601,3620,10,pre-prismatic,pre-prismatic
3074,Grasp03075,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,3916,3975,Pad,Precision,2-3,Abd,1.97,3640,3688,11,pre-prismatic,pre-prismatic
3075,Grasp03076,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,3980,5497,Palm,Power,2-5,Add,50.57,3693,4971,12,pow-prismatic,pow-oblique
3076,Grasp03077,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,5501,5524,Pad,Precision,2-3,Abd,0.77,4975,4985,13,pre-prismatic,pre-prismatic
3077,Grasp03078,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,5574,6010,Palm,Power,2-5,Add,14.53,5035,5389,14,pow-prismatic,pow-oblique
3078,Grasp03079,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,6014,6039,Pad,Precision,2-3,Abd,0.83,5393,5413,15,pre-prismatic,pre-prismatic
3079,Grasp03080,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,6043,7162,Palm,Power,2-5,Add,37.3,5417,6406,16,pow-prismatic,pow-oblique
3080,Grasp03081,subject 7,tripod,cooking,subject_7_gopro_seg_2.mp4,7169,7265,Pad,Precision,2-3,Abd,3.2,6413,6489,17,circular,pre-circular
3081,Grasp03082,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,7281,9481,Palm,Power,2-5,Add,73.33,6503,8479,18,pow-prismatic,pow-oblique
3082,Grasp03083,subject 7,index finger extension,cooking,subject_7_gopro_seg_2.mp4,9482,9889,Palm,Power,3-5,Add,13.57,8480,8847,19,pow-prismatic,pow-oblique
3083,Grasp03084,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,9890,10217,Palm,Power,2-5,Add,10.9,8848,9128,20,pow-prismatic,pow-oblique
3084,Grasp03085,subject 7,tripod,cooking,subject_7_gopro_seg_2.mp4,10220,10251,Pad,Precision,2-3,Abd,1.03,9131,9155,21,circular,pre-circular
3085,Grasp03086,subject 7,tripod,cooking,subject_7_gopro_seg_2.mp4,10260,10350,Pad,Precision,2-3,Abd,3.0,9164,9228,22,circular,pre-circular
3086,Grasp03087,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,10358,11395,Palm,Power,2-5,Add,34.57,9236,10115,23,pow-prismatic,pow-oblique
3087,Grasp03088,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_2.mp4,11396,11415,Pad,Precision,2-5,Abd,0.63,10116,10135,24,pre-prismatic,pre-prismatic
3089,Grasp03090,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_2.mp4,11498,11602,Pad,Precision,2-4,Abd,3.47,10220,10324,0,pre-prismatic,pre-prismatic
3092,Grasp03093,subject 7,quadpod,cooking,subject_7_gopro_seg_2.mp4,12272,12313,Pad,Precision,2-4,Abd,1.37,10935,10962,0,circular,pre-circular
3093,Grasp03094,subject 7,quadpod,cooking,subject_7_gopro_seg_2.mp4,12330,12497,Pad,Precision,2-4,Abd,5.57,10979,11104,0,circular,pre-circular
3094,Grasp03095,subject 7,tripod,cooking,subject_7_gopro_seg_2.mp4,12720,12751,Pad,Precision,2-3,Abd,1.03,11323,11344,0,circular,pre-circular
3095,Grasp03096,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_2.mp4,12773,12794,Pad,Precision,2-5,Abd,0.7,11357,11374,0,pre-prismatic,pre-prismatic
3096,Grasp03097,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,12799,12872,Palm,Power,2-5,Add,2.43,11379,11435,1,pow-prismatic,pow-oblique
3097,Grasp03098,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,12878,12898,Pad,Precision,2-3,Abd,0.67,11441,11461,2,pre-prismatic,pre-prismatic
3100,Grasp03101,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,12978,13711,Palm,Power,2-5,Add,24.43,11536,12230,5,pow-prismatic,pow-oblique
3101,Grasp03102,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,13715,13745,Pad,Precision,2-3,Abd,1.0,12234,12264,6,pre-prismatic,pre-prismatic
3102,Grasp03103,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,13752,13796,Pad,Precision,2-3,Abd,1.47,12271,12315,7,pre-prismatic,pre-prismatic
3103,Grasp03104,subject 7,palmar pinch,cooking,subject_7_gopro_seg_2.mp4,13836,13860,Pad,Precision,2,Abd,0.8,12346,12370,8,pre-prismatic,pre-pinch
3104,Grasp03105,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,13883,13920,Pad,Precision,2-3,Abd,1.23,12390,12427,9,pre-prismatic,pre-prismatic
3105,Grasp03106,subject 7,adducted thumb,cooking,subject_7_gopro_seg_2.mp4,14105,14343,Palm,Power,2-5,Add,7.93,12553,12755,10,pow-prismatic,pow-oblique
3106,Grasp03107,subject 7,index finger extension,cooking,subject_7_gopro_seg_2.mp4,14344,15493,Palm,Power,3-5,Add,38.3,12756,13821,11,pow-prismatic,pow-oblique
3108,Grasp03109,subject 7,lateral tripod,cooking,subject_7_gopro_seg_2.mp4,15565,15615,Side,Intermediate,3,Add,1.67,13893,13938,13,int-lateral,int-lateral
3109,Grasp03110,subject 7,medium wrap,cooking,subject_7_gopro_seg_2.mp4,15713,15897,Palm,Power,2-5,Abd,6.13,14018,14199,0,pow-prismatic,pow-cylindric
3110,Grasp03111,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,16512,16539,Pad,Precision,2-3,Abd,0.9,14800,14827,0,pre-prismatic,pre-prismatic
3111,Grasp03112,subject 7,palmar pinch,cooking,subject_7_gopro_seg_2.mp4,17541,17643,Pad,Precision,2,Abd,3.4,15825,15928,0,pre-prismatic,pre-pinch
3112,Grasp03113,subject 7,palmar pinch,cooking,subject_7_gopro_seg_2.mp4,17649,17709,Pad,Precision,2,Abd,2.0,15934,15990,0,pre-prismatic,pre-pinch
3113,Grasp03114,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_2.mp4,20704,20775,Pad,Precision,2-5,Abd,2.37,0,1,0,pre-prismatic,pre-prismatic
3114,Grasp03115,subject 7,large diameter,cooking,subject_7_gopro_seg_2.mp4,20846,21406,Palm,Power,2-5,Abd,18.67,0,1,0,pow-prismatic,pow-cylindric
3115,Grasp03116,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_2.mp4,21431,21454,Pad,Precision,2-3,Abd,0.77,0,1,0,pre-prismatic,pre-prismatic
3117,Grasp03118,subject 7,index finger extension,cooking,subject_7_gopro_seg_2.mp4,21559,22330,Palm,Power,3-5,Add,25.7,0,1,2,pow-prismatic,pow-oblique
3120,Grasp03121,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_3.mp4,408,491,Pad,Precision,2-4,Abd,2.77,373,456,0,pre-prismatic,pre-prismatic
3121,Grasp03122,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,492,2449,Palm,Power,3-5,Add,65.23,457,2319,1,pow-prismatic,pow-oblique
3122,Grasp03123,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_3.mp4,2848,3355,Pad,Precision,2-4,Abd,16.9,2689,3134,0,pre-prismatic,pre-prismatic
3123,Grasp03124,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_3.mp4,3638,3662,Pad,Precision,2-4,Abd,0.8,3378,3402,0,pre-prismatic,pre-prismatic
3124,Grasp03125,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_3.mp4,3886,3938,Pad,Precision,2-3,Abd,1.73,3615,3647,0,pre-prismatic,pre-prismatic
3126,Grasp03127,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,5065,5948,Palm,Power,3-5,Add,29.43,4587,5347,2,pow-prismatic,pow-oblique
3127,Grasp03128,subject 7,palmar pinch,cooking,subject_7_gopro_seg_3.mp4,5971,6024,Pad,Precision,2,Abd,1.77,5370,5403,0,pre-prismatic,pre-pinch
3128,Grasp03129,subject 7,palmar pinch,cooking,subject_7_gopro_seg_3.mp4,6028,6065,Pad,Precision,2,Abd,1.23,5407,5439,0,pre-prismatic,pre-pinch
3129,Grasp03130,subject 7,palmar pinch,cooking,subject_7_gopro_seg_3.mp4,6067,6175,Pad,Precision,2,Abd,3.6,5441,5508,0,pre-prismatic,pre-pinch
3130,Grasp03131,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,6194,6382,Pad,Precision,2-4,Abd,6.27,5527,5679,0,circular,pre-circular
3131,Grasp03132,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,6397,6544,Pad,Precision,2-4,Abd,4.9,5694,5837,0,circular,pre-circular
3132,Grasp03133,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_3.mp4,6569,6591,Pad,Precision,2-4,Abd,0.73,5847,5869,0,pre-prismatic,pre-prismatic
3134,Grasp03135,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,7500,7908,Palm,Power,3-5,Add,13.6,6700,7021,2,pow-prismatic,pow-oblique
3137,Grasp03138,subject 7,large diameter,cooking,subject_7_gopro_seg_3.mp4,11225,11333,Palm,Power,2-5,Abd,3.6,9966,10063,0,pow-prismatic,pow-cylindric
3138,Grasp03139,subject 7,tripod,cooking,subject_7_gopro_seg_3.mp4,11343,11393,Pad,Precision,2-3,Abd,1.67,10073,10114,0,circular,pre-circular
3139,Grasp03140,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,11425,11784,Pad,Precision,2-4,Abd,11.97,10147,10508,1,circular,pre-circular
3140,Grasp03141,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_3.mp4,11817,11832,Pad,Precision,2-5,Abd,0.5,10541,10556,0,pre-prismatic,pre-prismatic
3141,Grasp03142,subject 7,adducted thumb,cooking,subject_7_gopro_seg_3.mp4,11841,11929,Palm,Power,2-5,Add,2.93,10565,10653,1,pow-prismatic,pow-oblique
3142,Grasp03143,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,11939,12091,Pad,Precision,2-4,Abd,5.07,10663,10815,0,circular,pre-circular
3144,Grasp03145,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,12221,12343,Pad,Precision,2-4,Abd,4.07,10900,10992,0,circular,pre-circular
3145,Grasp03146,subject 7,lateral tripod,cooking,subject_7_gopro_seg_3.mp4,12361,12405,Side,Intermediate,3,Add,1.47,10990,11020,0,int-lateral,int-lateral
3147,Grasp03148,subject 7,tripod,cooking,subject_7_gopro_seg_3.mp4,12515,12652,Pad,Precision,2-3,Abd,4.57,11120,11257,0,circular,pre-circular
3149,Grasp03150,subject 7,quadpod,cooking,subject_7_gopro_seg_3.mp4,12808,12989,Pad,Precision,2-4,Abd,6.03,11388,11546,0,circular,pre-circular
3151,Grasp03152,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,13307,14003,Palm,Power,3-5,Add,23.2,11846,12479,1,pow-prismatic,pow-oblique
3153,Grasp03154,subject 7,lateral tripod,cooking,subject_7_gopro_seg_3.mp4,14084,15584,Side,Intermediate,3,Add,50.0,12533,13910,3,int-lateral,int-lateral
3155,Grasp03156,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,15642,16103,Palm,Power,3-5,Add,15.37,13962,14402,5,pow-prismatic,pow-oblique
3157,Grasp03158,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_3.mp4,16304,16320,Pad,Precision,2-3,Abd,0.53,14597,14613,0,pre-prismatic,pre-prismatic
3159,Grasp03160,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_3.mp4,16504,16531,Pad,Precision,2-3,Abd,0.9,14797,14821,2,pre-prismatic,pre-prismatic
3161,Grasp03162,subject 7,index finger extension,cooking,subject_7_gopro_seg_3.mp4,17220,17668,Palm,Power,3-5,Add,14.93,15501,15950,4,pow-prismatic,pow-oblique
3162,Grasp03163,subject 7,tripod,cooking,subject_7_gopro_seg_3.mp4,17710,17811,Pad,Precision,2-3,Abd,3.37,15992,16093,0,circular,pre-circular
3163,Grasp03164,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_3.mp4,17902,17927,Pad,Precision,2-3,Abd,0.83,16184,16209,0,pre-prismatic,pre-prismatic
3165,Grasp03166,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,106,123,Pad,Precision,2-3,Abd,0.57,104,119,0,pre-prismatic,pre-prismatic
3167,Grasp03168,subject 7,adducted thumb,cooking,subject_7_gopro_seg_4.mp4,654,885,Palm,Power,2-5,Add,7.7,642,873,2,pow-prismatic,pow-oblique
3169,Grasp03170,subject 7,index finger extension,cooking,subject_7_gopro_seg_4.mp4,987,1804,Palm,Power,3-5,Add,27.23,975,1776,4,pow-prismatic,pow-oblique
3172,Grasp03173,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,2368,2446,Side,Intermediate,3,Add,2.6,2321,2405,0,int-lateral,int-lateral
3174,Grasp03175,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,2634,2696,Side,Intermediate,3,Add,2.07,2590,2647,2,int-lateral,int-lateral
3175,Grasp03176,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,2772,2812,Pad,Precision,2-3,Abd,1.33,2724,2758,0,pre-prismatic,pre-prismatic
3176,Grasp03177,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,2820,2850,Pad,Precision,2-3,Abd,1.0,2765,2795,0,pre-prismatic,pre-prismatic
3178,Grasp03179,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_4.mp4,2923,2949,Pad,Precision,2-4,Abd,0.87,2867,2893,0,pre-prismatic,pre-prismatic
3180,Grasp03181,subject 7,index finger extension,cooking,subject_7_gopro_seg_4.mp4,2964,3638,Palm,Power,3-5,Add,22.47,2911,3575,2,pow-prismatic,pow-oblique
3182,Grasp03183,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,3866,4045,Side,Intermediate,3,Add,5.97,3793,3967,4,int-lateral,int-lateral
3183,Grasp03184,subject 7,index finger extension,cooking,subject_7_gopro_seg_4.mp4,4046,4310,Palm,Power,3-5,Add,8.8,3968,4232,5,pow-prismatic,pow-oblique
3185,Grasp03186,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,4468,4519,Side,Intermediate,3,Add,1.7,4383,4434,0,int-lateral,int-lateral
3186,Grasp03187,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,4522,4785,Side,Intermediate,3,Add,8.77,4437,4699,0,int-lateral,int-lateral
3189,Grasp03190,subject 7,index finger extension,cooking,subject_7_gopro_seg_4.mp4,5827,6153,Palm,Power,3-5,Add,10.87,5701,6047,1,pow-prismatic,pow-oblique
3192,Grasp03193,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,6946,7017,Side,Intermediate,3,Add,2.37,6790,6863,0,int-lateral,int-lateral
3193,Grasp03194,subject 7,palmar pinch,cooking,subject_7_gopro_seg_4.mp4,7375,7399,Pad,Precision,2,Abd,0.8,7196,7213,0,pre-prismatic,pre-pinch
3196,Grasp03197,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,7922,8353,Side,Intermediate,3,Add,14.37,7721,8131,0,int-lateral,int-lateral
3197,Grasp03198,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,8473,8541,Pad,Precision,2-3,Abd,2.27,8271,8315,0,pre-prismatic,pre-prismatic
3198,Grasp03199,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,8549,9410,Side,Intermediate,3,Add,28.7,8323,9177,0,int-lateral,int-lateral
3200,Grasp03201,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_4.mp4,9743,9769,Pad,Precision,2-5,Abd,0.87,9509,9536,0,pre-prismatic,pre-prismatic
3201,Grasp03202,subject 7,medium wrap,cooking,subject_7_gopro_seg_4.mp4,9790,10046,Palm,Power,2-5,Abd,8.53,9557,9794,0,pow-prismatic,pow-cylindric
3202,Grasp03203,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,10061,10102,Pad,Precision,2-3,Abd,1.37,9809,9854,2,pre-prismatic,pre-prismatic
3204,Grasp03205,subject 7,tripod,cooking,subject_7_gopro_seg_4.mp4,10135,10464,Pad,Precision,2-3,Abd,10.97,9887,10216,4,circular,pre-circular
3206,Grasp03207,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_4.mp4,10730,10867,Pad,Precision,2-5,Abd,4.57,10456,10582,0,pre-prismatic,pre-prismatic
3207,Grasp03208,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_4.mp4,10876,10932,Pad,Precision,2-5,Abd,1.87,10591,10647,0,pre-prismatic,pre-prismatic
3210,Grasp03211,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,13570,13739,Pad,Precision,2-3,Abd,5.63,13258,13417,0,pre-prismatic,pre-prismatic
3212,Grasp03213,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_4.mp4,14869,15064,Pad,Precision,2-5,Abd,6.5,14471,14632,0,pre-prismatic,pre-prismatic
3213,Grasp03214,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,15091,15253,Pad,Precision,2-3,Abd,5.4,14659,14821,0,pre-prismatic,pre-prismatic
3214,Grasp03215,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,15357,15404,Side,Intermediate,3,Add,1.57,14908,14963,0,int-lateral,int-lateral
3216,Grasp03217,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,15912,16081,Pad,Precision,2-3,Abd,5.63,15441,15600,0,pre-prismatic,pre-prismatic
3217,Grasp03218,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,16169,16265,Side,Intermediate,3,Add,3.2,15680,15776,0,int-lateral,int-lateral
3219,Grasp03220,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_4.mp4,17018,17181,Pad,Precision,2-3,Abd,5.43,16488,16647,0,pre-prismatic,pre-prismatic
3220,Grasp03221,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,17202,17277,Side,Intermediate,3,Add,2.5,16668,16743,0,int-lateral,int-lateral
3222,Grasp03223,subject 7,lateral tripod,cooking,subject_7_gopro_seg_4.mp4,17794,18152,Side,Intermediate,3,Add,11.93,17247,17600,0,int-lateral,int-lateral
3224,Grasp03225,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_5.mp4,818,984,Pad,Precision,2-4,Abd,5.53,763,946,0,pre-prismatic,pre-prismatic
3226,Grasp03227,subject 7,prismatic 2 finger,cooking,subject_7_gopro_seg_5.mp4,1613,1766,Pad,Precision,2-3,Abd,5.1,1567,1728,0,pre-prismatic,pre-prismatic
3228,Grasp03229,subject 7,prismatic 3 finger,cooking,subject_7_gopro_seg_5.mp4,3154,3307,Pad,Precision,2-4,Abd,5.1,3073,3280,0,pre-prismatic,pre-prismatic
3229,Grasp03230,subject 7,prismatic 4 finger,cooking,subject_7_gopro_seg_5.mp4,3385,3582,Pad,Precision,2-5,Abd,6.57,3285,3527,1,pre-prismatic,pre-prismatic
3230,Grasp03231,subject 7,precision disk,cooking,subject_7_gopro_seg_5.mp4,3604,3655,Pad,Precision,2-5,Abd,1.7,3477,3548,2,circular,pre-circular
3231,Grasp03232,subject 7,precision disk,cooking,subject_7_gopro_seg_5.mp4,4023,4072,Pad,Precision,2-5,Abd,1.63,3877,3908,0,circular,pre-circular
